CHAMPION,ITEM,ITEM_CATEGORY,PLAYER_PURCHASE_RATE,WIN_RATE,AVG_KDA,MOST_COMMON_FIRST_PURCHASE_MINUTE,TOP_ITEM_1,TOP_ITEM_2,TOP_ITEM_3
Vayne,Immortal Shieldbow,Legendary,0.0069,0.5,1.85,30.0,Essence Reaver,Fiendhunter Bolts,Infinity Edge
Zed,Elixir of Iron,Consumable,0.0014,0.0,5.5,30.0,Axiom Arc,Bastionbreaker,Eclipse
Zoe,Trailblazer,Legendary,0.0035,1.0,7.33,20.0,Horizon Focus,Imperial Mandate,
Zaahen,Elixir of Wrath,Consumable,0.0075,0.6667,5.16,35.0,Plated Steelcaps,Sundered Sky,Trinity Force
Nasus,Boots,Boots,0.028,0.5,2.75,10.0,Trinity Force,Giant's Belt,Chain Vest
Gwen,Plated Steelcaps,Boots,0.2283,0.5575,2.08,15.0,Dusk and Dawn,Nashor's Tooth,Riftmaker
Yunara,Plated Steelcaps,Boots,0.0899,0.5068,2.4,15.0,Kraken Slayer,Fiendhunter Bolts,Infinity Edge
Shen,Mejai's Soulstealer,Legendary,0.0037,1.0,5.0,25.0,Dusk and Dawn,Titanic Hydra,
Rek Sai,"Jak'Sho, The Protean",Legendary,0.0177,0.4,3.97,30.0,Spear of Shojin,Titanic Hydra,Overlord's Bloodmail
Naafiri,Eclipse,Legendary,0.1333,0.3548,2.04,15.0,Black Cleaver,Death's Dance,Spear of Shojin
Yuumi,Ruby Crystal,Basic,0.0643,0.3636,3.32,10.0,Mikael's Blessing,Moonstone Renewer,Forbidden Idol
Tryndamere,Tunneler,Epic,0.0097,0.0,1.0,30.0,Lord Dominik's Regards,Phantom Dancer,Ravenous Hydra
Irelia,Trinity Force,Legendary,0.0023,0.0,0.75,25.0,Blade of The Ruined King,,
Kog Maw,Bloodthirster,Legendary,0.0068,1.0,2.25,25.0,Blade of The Ruined King,Guinsoo's Rageblade,Terminus
Kassadin,Elixir of Iron,Consumable,0.0097,0.8,3.82,30.0,Malignance,Rod of Ages,Mercury's Treads
Fiddlesticks,Warden's Mail,Epic,0.009,1.0,1.36,15.0,Liandry's Torment,Oblivion Orb,Trailblazer
Naafiri,Mercury's Treads,Boots,0.1333,0.4355,2.36,15.0,Voltaic Cyclosword,Serylda's Grudge,Axiom Arc
Corki,Edge of Night,Legendary,0.0074,0.4,2.22,25.0,Essence Reaver,Infinity Edge,The Collector
Xayah,Zeal,Epic,0.0547,0.2857,1.65,15.0,Essence Reaver,Infinity Edge,Stormrazor
Jarvan IV,Ruby Crystal,Basic,0.1311,0.3714,2.86,10.0,Sundered Sky,Mercury's Treads,Profane Hydra
Hecarim,Long Sword,Basic,0.2788,0.4,3.29,5.0,Spear of Shojin,Ionian Boots of Lucidity,Black Cleaver
Galio,Blighting Jewel,Epic,0.0287,0.5,3.31,20.0,Zhonya's Hourglass,Shadowflame,Rabadon's Deathcap
Darius,Giant's Belt,Epic,0.0073,0.0,1.25,25.0,Stridebreaker,Warden's Mail,Dead Man's Plate
Cassiopeia,Elixir of Sorcery,Consumable,0.0763,0.5556,3.54,35.0,Rylai's Crystal Scepter,Rod of Ages,Liandry's Torment
Kindred,Stealth Ward,Trinket,0.0376,0.4,2.91,5.0,Kraken Slayer,The Collector,Berserker's Greaves
Malzahar,Rylai's Crystal Scepter,Legendary,0.6296,0.5098,2.41,25.0,Blackfire Torch,Liandry's Torment,Malignance
Lee Sin,Gustwalker Hatchling,Starter,0.0067,0.0,0.75,5.0,Eclipse,Tunneler,Caulfield's Warhammer
Karma,Kindlegem,Epic,0.1006,0.5373,2.92,10.0,Moonstone Renewer,Redemption,Bandleglass Mirror
Alistar,Redemption,Legendary,0.0222,0.6667,2.01,30.0,Shurelya's Battlesong,Bandlepipes,Locket of the Iron Solari
Hecarim,Hubris,Legendary,0.0037,1.0,3.83,10.0,Axiom Arc,Maw of Malmortius,Spear of Shojin
Lux,Tear of the Goddess,Starter,0.0069,0.5,6.14,5.0,Actualizer,Dark Seal,Doran's Ring
Gangplank,Opportunity,Legendary,0.0143,0.6,2.44,25.0,Essence Reaver,Infinity Edge,Lord Dominik's Regards
Volibear,Navori Flickerblade,Legendary,0.627,0.5489,2.89,20.0,Dusk and Dawn,Spirit Visage,Dead Man's Plate
Ezreal,Executioner's Calling,Epic,0.0374,0.4286,2.51,25.0,Trinity Force,Spear of Shojin,Serylda's Grudge
Sett,Black Cleaver,Legendary,0.2714,0.5,1.81,25.0,Stridebreaker,Overlord's Bloodmail,Sterak's Gage
Gragas,Refillable Potion,Consumable,0.0286,0.1667,0.73,5.0,Amplifying Tome,Doran's Ring,Ionian Boots of Lucidity
Sona,Mikael's Blessing,Legendary,0.0103,0.2,3.59,25.0,Echoes of Helia,Moonstone Renewer,Dream Maker
Jax,Randuin's Omen,Legendary,0.0123,0.0,2.14,25.0,Dusk and Dawn,Riftmaker,Sundered Sky
Darius,Quicksilver Sash,Epic,0.0036,1.0,0.5,15.0,Stridebreaker,Tunneler,
Blitzcrank,Abyssal Mask,Legendary,0.0181,0.75,3.1,30.0,Bandlepipes,Locket of the Iron Solari,Frozen Heart
Nilah,Steel Sigil,Epic,0.0531,0.5,2.41,25.0,Infinity Edge,Immortal Shieldbow,Lord Dominik's Regards
Kayn,Scorchclaw Pup,Starter,0.0056,1.0,1.0,5.0,Pickaxe,,
Ryze,Boots,Boots,0.0415,0.2727,1.21,5.0,Rod of Ages,Lost Chapter,Catalyst of Aeons
Vex,Seeker's Armguard,Epic,0.0667,0.3333,2.42,25.0,Luden's Companion,Shadowflame,Mejai's Soulstealer
Zyra,Rabadon's Deathcap,Legendary,0.044,0.2857,2.48,30.0,Liandry's Torment,Shadowflame,Void Staff
Rengar,Opportunity,Legendary,0.1243,0.7872,3.91,25.0,Profane Hydra,Umbral Glaive,Edge of Night
Naafiri,Quicksilver Sash,Epic,0.0022,1.0,1.75,30.0,Death's Dance,Eclipse,Last Whisper
Thresh,Amplifying Tome,Basic,0.01,1.0,4.2,25.0,Locket of the Iron Solari,Bandlepipes,Boots of Swiftness
Fiora,Giant's Belt,Epic,0.0036,1.0,1.63,30.0,Death's Dance,Ravenous Hydra,Spear of Shojin
Diana,Unending Despair,Legendary,0.0174,0.4286,2.94,30.0,Riftmaker,Dusk and Dawn,Liandry's Torment
Ashe,The Collector,Legendary,0.0073,1.0,2.4,15.0,Axiom Arc,Fiendhunter Bolts,Infinity Edge
Lulu,Knight's Vow,Legendary,0.0118,0.75,3.91,25.0,Mikael's Blessing,Redemption,Ardent Censer
Kaisa,Hearthbound Axe,Epic,0.0082,0.5714,1.76,10.0,Guinsoo's Rageblade,Kraken Slayer,Recurve Bow
Jinx,Health Potion,Consumable,0.0015,0.0,0.2,5.0,Cull,Doran's Blade,Pickaxe
Qiyana,Youmuu's Ghostblade,Legendary,0.1048,0.4727,3.03,20.0,Profane Hydra,Serylda's Grudge,Edge of Night
Rakan,Malignance,Legendary,0.0065,0.6667,3.4,25.0,Hextech Rocketbelt,Luden's Companion,
Gnar,Kindlegem,Epic,0.0534,0.1818,0.73,20.0,Trinity Force,Phage,Bramble Vest
Ivern,Blasting Wand,Basic,0.0543,0.4,5.0,10.0,Ionian Boots of Lucidity,Redemption,Moonstone Renewer
Gwen,Elixir of Sorcery,Consumable,0.0364,0.7778,3.87,35.0,Rabadon's Deathcap,Dusk and Dawn,Shadowflame
Shyvana,Sorcerer's Shoes,Boots,0.1154,0.6667,3.65,15.0,Dusk and Dawn,Haunting Guise,Spear of Shojin
Varus,Hubris,Legendary,0.01,0.3636,2.57,15.0,Serylda's Grudge,Youmuu's Ghostblade,Edge of Night
Sion,Farsight Alteration,Trinket,0.1087,0.525,2.49,15.0,Unending Despair,Hollow Radiance,"Jak'Sho, The Protean"
Dr Mundo,Overlord's Bloodmail,Legendary,0.0484,0.6667,5.1,30.0,Heartsteel,Titanic Hydra,Spirit Visage
Neeko,Locket of the Iron Solari,Legendary,0.0142,0.0,1.92,25.0,Hextech Rocketbelt,Frozen Heart,
Sion,Warden's Mail,Epic,0.0462,0.4118,2.05,25.0,"Jak'Sho, The Protean",Unending Despair,Sunfire Aegis
Sion,Pickaxe,Basic,0.0054,0.0,1.02,25.0,Axiom Arc,Boots of Swiftness,Hullbreaker
Varus,Seeker's Armguard,Epic,0.0354,0.6923,1.97,25.0,Dusk and Dawn,Nashor's Tooth,Riftmaker
Chogath,Void Staff,Legendary,0.0042,1.0,3.5,20.0,Luden's Companion,,
Tahm Kench,Chain Vest,Epic,0.0787,0.4286,1.37,25.0,Heartsteel,Bandlepipes,Bramble Vest
Volibear,Boots,Boots,0.027,0.4667,1.7,5.0,Dusk and Dawn,Kindlegem,Navori Flickerblade
Diana,Control Ward,Consumable,0.0746,0.65,3.66,5.0,Dusk and Dawn,Riftmaker,Sorcerer's Shoes
Shyvana,Trinity Force,Legendary,0.0385,1.0,6.67,25.0,Blade of The Ruined King,Navori Flickerblade,Sterak's Gage
Katarina,Ionian Boots of Lucidity,Boots,0.0021,0.0,0.33,15.0,Shurelya's Battlesong,,
Karma,Dream Maker,Legendary,0.036,0.5417,2.87,15.0,Moonstone Renewer,Redemption,Shurelya's Battlesong
Amumu,Tear of the Goddess,Starter,0.0127,0.0,0.14,5.0,Cloth Armor,Giant's Belt,Ionian Boots of Lucidity
Corki,Serrated Dirk,Epic,0.0729,0.4082,1.95,20.0,Trinity Force,Essence Reaver,Infinity Edge
Kog Maw,Navori Flickerblade,Legendary,0.0608,0.3333,1.29,20.0,Guinsoo's Rageblade,Blade of The Ruined King,Terminus
Kog Maw,Sorcerer's Shoes,Boots,0.2432,0.5278,1.74,15.0,Dusk and Dawn,Luden's Companion,Shadowflame
Khazix,Lord Dominik's Regards,Legendary,0.005,0.6667,3.6,15.0,Bastionbreaker,Opportunity,Profane Hydra
Gragas,Lost Chapter,Epic,0.1667,0.4571,1.8,10.0,Hextech Rocketbelt,Cosmic Drive,Fiendish Codex
Corki,Rapid Firecannon,Legendary,0.1101,0.6081,3.17,30.0,Infinity Edge,Essence Reaver,Lord Dominik's Regards
Twitch,Opportunity,Legendary,0.0046,0.0,3.31,30.0,Infinity Edge,Lord Dominik's Regards,Runaan's Hurricane
Jax,Haunting Guise,Epic,0.0267,0.5385,1.69,20.0,Dusk and Dawn,Fiendish Codex,Hextech Gunblade
Mordekaiser,Farsight Alteration,Trinket,0.1257,0.3636,1.73,15.0,Plated Steelcaps,Rylai's Crystal Scepter,Riftmaker
Syndra,Fated Ashes,Epic,0.0018,0.0,0.33,10.0,Luden's Companion,Shadowflame,
Vayne,Cull,Starter,0.0485,0.1786,1.1,5.0,Doran's Blade,Essence Reaver,Berserker's Greaves
Yunara,Elixir of Iron,Consumable,0.0012,0.0,2.55,45.0,Fiendhunter Bolts,Infinity Edge,Kraken Slayer
Neeko,Redemption,Legendary,0.0177,0.4,3.82,25.0,Hextech Rocketbelt,Abyssal Mask,Zhonya's Hourglass
Gwen,Ruby Crystal,Basic,0.0303,0.4667,2.14,5.0,Dusk and Dawn,Nashor's Tooth,Amplifying Tome
Mordekaiser,Elixir of Iron,Consumable,0.0286,0.6,2.19,35.0,Plated Steelcaps,Thornmail,Dusk and Dawn
Shaco,Fiendish Codex,Epic,0.0453,0.2143,2.15,25.0,Liandry's Torment,Blackfire Torch,Blighting Jewel
Xin Zhao,Negatron Cloak,Epic,0.0143,0.0,1.44,20.0,Black Cleaver,Chain Vest,Death's Dance
Blitzcrank,Protoplasm Harness,Legendary,0.0407,0.6667,3.88,30.0,Locket of the Iron Solari,Bandlepipes,Zeke's Convergence
Soraka,Kindlegem,Epic,0.0761,0.1905,1.86,10.0,Moonstone Renewer,Redemption,Bandleglass Mirror
Yasuo,Zeal,Epic,0.0082,0.1429,1.63,10.0,Immortal Shieldbow,Blade of The Ruined King,Kraken Slayer
Shaco,Cloth Armor,Basic,0.0032,0.0,1.8,5.0,Opportunity,Plated Steelcaps,Profane Hydra
Ambessa,Refillable Potion,Consumable,0.0541,0.4054,1.09,5.0,Eclipse,Doran's Shield,Doran's Blade
Udyr,Bandlepipes,Legendary,0.0133,0.5,5.85,20.0,Liandry's Torment,Dead Man's Plate,"Jak'Sho, The Protean"
Khazix,Noonquiver,Epic,0.0017,0.0,1.56,30.0,Bastionbreaker,Edge of Night,Last Whisper
Taliyah,Lost Chapter,Epic,0.0082,0.0,0.11,10.0,Fiendish Codex,Blackfire Torch,
Akshan,Elixir of Wrath,Consumable,0.0645,0.6818,3.22,30.0,Infinity Edge,The Collector,Lord Dominik's Regards
Thresh,Rejuvenation Bead,Basic,0.0184,0.2727,2.59,20.0,Kindlegem,Locket of the Iron Solari,Boots of Swiftness
Malphite,Long Sword,Basic,0.0022,0.0,1.75,35.0,Mercury's Treads,,
Smolder,Tear of the Goddess,Starter,0.0072,0.0,1.18,10.0,Doran's Blade,Essence Reaver,Long Sword
Briar,Kaenic Rookern,Legendary,0.0088,0.0,2.44,25.0,Black Cleaver,Death's Dance,Titanic Hydra
Orianna,Boots,Boots,0.0204,0.25,0.45,5.0,Lost Chapter,Blackfire Torch,Fated Ashes
Qiyana,Tear of the Goddess,Starter,0.0019,0.0,0.75,5.0,Caulfield's Warhammer,Doran's Blade,Profane Hydra
Diana,Plated Steelcaps,Boots,0.2463,0.5404,3.02,15.0,Dusk and Dawn,Riftmaker,Zhonya's Hourglass
Corki,Endless Hunger,Legendary,0.0015,0.0,1.6,35.0,Black Cleaver,Spear of Shojin,Trinity Force
Kennen,Oracle Lens,Trinket,0.3279,0.5556,2.84,20.0,Shadowflame,Sorcerer's Shoes,Hextech Rocketbelt
Rengar,Gustwalker Hatchling,Starter,0.0238,0.1111,0.91,5.0,Tiamat,Ionian Boots of Lucidity,Long Sword
Ahri,Oracle Lens,Trinket,0.3986,0.565,3.45,15.0,Dark Seal,Malignance,Blackfire Torch
Hecarim,Null-Magic Mantle,Basic,0.0297,0.625,2.34,25.0,Ionian Boots of Lucidity,Spear of Shojin,Death's Dance
Neeko,Ionian Boots of Lucidity,Boots,0.6525,0.5109,3.27,15.0,Hextech Rocketbelt,Zhonya's Hourglass,Frozen Heart
Malphite,Trailblazer,Legendary,0.0022,1.0,2.4,20.0,Bandlepipes,Thornmail,Zeke's Convergence
Xayah,Refillable Potion,Consumable,0.0703,0.5556,2.32,5.0,Doran's Blade,Berserker's Greaves,Essence Reaver
Graves,Hubris,Legendary,0.145,0.6842,4.35,15.0,Black Cleaver,The Collector,Sundered Sky
Warwick,Randuin's Omen,Legendary,0.0602,0.875,2.11,30.0,Blade of The Ruined King,Stridebreaker,Death's Dance
Heimerdinger,Boots,Boots,0.1017,0.3333,1.05,10.0,Liandry's Torment,Rabadon's Deathcap,Shadowflame
Hecarim,Plated Steelcaps,Boots,0.0855,0.4783,4.22,15.0,Spear of Shojin,Eclipse,Black Cleaver
Singed,Blasting Wand,Basic,0.0326,0.4286,0.62,10.0,Boots of Swiftness,Giant's Belt,Liandry's Torment
Aphelios,Yun Tal Wildarrows,Legendary,0.0144,0.2,1.1,15.0,Infinity Edge,Lord Dominik's Regards,Mortal Reminder
Chogath,Spectre's Cowl,Epic,0.0167,0.5,1.49,20.0,Hextech Rocketbelt,Riftmaker,Bami's Cinder
Fiora,Essence Reaver,Legendary,0.0036,1.0,0.88,25.0,Ravenous Hydra,,
Rengar,Serpent's Fang,Legendary,0.1878,0.5915,2.98,25.0,Profane Hydra,Umbral Glaive,Edge of Night
Master Yi,Randuin's Omen,Legendary,0.0207,0.6,2.73,35.0,Guinsoo's Rageblade,Kraken Slayer,Experimental Hexplate
Smolder,Endless Hunger,Legendary,0.0264,0.6364,2.75,25.0,Essence Reaver,Black Cleaver,Spear of Shojin
Kog Maw,Spectre's Cowl,Epic,0.0068,0.0,2.5,35.0,Luden's Companion,Rabadon's Deathcap,Shadowflame
Aatrox,Steel Sigil,Epic,0.1216,0.4483,3.11,25.0,Sundered Sky,Voltaic Cyclosword,Caulfield's Warhammer
Irelia,Blade of The Ruined King,Legendary,0.9682,0.4836,1.64,15.0,Wit's End,Hullbreaker,Death's Dance
Aurora,Malignance,Legendary,0.0591,0.6923,4.41,15.0,Shadowflame,Rabadon's Deathcap,Liandry's Torment
Jinx,Scout's Slingshot,Epic,0.0541,0.3784,1.6,10.0,Infinity Edge,Yun Tal Wildarrows,Zeal
Taliyah,Shadowflame,Legendary,0.3108,0.4737,2.99,20.0,Blackfire Torch,Zhonya's Hourglass,Luden's Companion
KSante,Negatron Cloak,Epic,0.2077,0.4746,1.97,20.0,Iceborn Gauntlet,Thornmail,Chain Vest
Kaisa,Chain Vest,Epic,0.0012,0.0,3.67,35.0,Bloodthirster,Guinsoo's Rageblade,Kraken Slayer
Graves,Ruby Crystal,Basic,0.0153,0.5,1.13,15.0,Black Cleaver,Hubris,Plated Steelcaps
Kindred,Cloth Armor,Basic,0.0226,0.6667,5.32,15.0,Kraken Slayer,Mercury's Treads,The Collector
Vayne,Phantom Dancer,Legendary,0.0121,0.4286,2.76,25.0,Essence Reaver,Stormrazor,Infinity Edge
Talon,Plated Steelcaps,Boots,0.0499,0.4583,2.78,20.0,Youmuu's Ghostblade,Umbral Glaive,Edge of Night
Irelia,Endless Hunger,Legendary,0.0932,0.4634,1.63,25.0,Blade of The Ruined King,Wit's End,Kraken Slayer
Shen,Oracle Lens,Trinket,0.0815,0.5,2.34,10.0,Plated Steelcaps,Control Ward,Titanic Hydra
Heimerdinger,Blighting Jewel,Epic,0.1186,0.5714,1.63,30.0,Blackfire Torch,Liandry's Torment,Rabadon's Deathcap
Blitzcrank,Locket of the Iron Solari,Legendary,0.5249,0.4828,2.87,15.0,Bandlepipes,Zeke's Convergence,Redemption
Kog Maw,Cloth Armor,Basic,0.0541,0.25,1.36,20.0,Guinsoo's Rageblade,Blade of The Ruined King,Wit's End
Volibear,Bandlepipes,Legendary,0.0505,0.5714,3.01,20.0,Dusk and Dawn,Navori Flickerblade,Spirit Visage
Yunara,Zeal,Epic,0.0406,0.4545,1.43,15.0,Kraken Slayer,Scout's Slingshot,Infinity Edge
Kindred,B. F. Sword,Basic,0.1278,0.5294,2.93,20.0,The Collector,Kraken Slayer,Cloak of Agility
Corki,Trinity Force,Legendary,0.4881,0.5091,2.54,15.0,The Collector,Infinity Edge,Lord Dominik's Regards
Briar,Doran's Shield,Starter,0.0354,1.0,2.76,5.0,Plated Steelcaps,Titanic Hydra,Black Cleaver
Jinx,Infinity Edge,Legendary,0.7018,0.5521,2.51,20.0,Yun Tal Wildarrows,Runaan's Hurricane,Lord Dominik's Regards
Gragas,Blighting Jewel,Epic,0.0571,0.4167,3.06,25.0,Hextech Rocketbelt,Stormsurge,Luden's Companion
Pantheon,Caulfield's Warhammer,Epic,0.1019,0.4242,1.81,10.0,Eclipse,Sundered Sky,Black Cleaver
Rakan,Hextech Gunblade,Legendary,0.0043,0.5,2.34,20.0,Luden's Companion,,
Blitzcrank,Amplifying Tome,Basic,0.009,0.5,2.73,10.0,Boots of Swiftness,Frozen Heart,Glowing Mote
Velkoz,Blackfire Torch,Legendary,0.2653,0.5769,3.35,15.0,Shadowflame,Rabadon's Deathcap,Horizon Focus
Ryze,Frozen Heart,Legendary,0.0276,0.5,2.29,30.0,Rod of Ages,Actualizer,Rabadon's Deathcap
Aurelion Sol,Rabadon's Deathcap,Legendary,0.0987,0.7273,4.81,30.0,Rylai's Crystal Scepter,Liandry's Torment,Blackfire Torch
Kennen,Control Ward,Consumable,0.0526,0.6154,3.43,5.0,Sorcerer's Shoes,Hextech Gunblade,Zhonya's Hourglass
Jinx,Opportunity,Legendary,0.0088,0.6667,2.43,20.0,The Collector,Infinity Edge,Hexoptics C44
Corki,Essence Reaver,Legendary,0.4896,0.4894,2.36,15.0,Infinity Edge,The Collector,Lord Dominik's Regards
Nasus,Spear of Shojin,Legendary,0.014,0.5,2.56,20.0,Trinity Force,Sterak's Gage,
Karthus,Liandry's Torment,Legendary,0.3346,0.5172,2.38,20.0,Blackfire Torch,Rabadon's Deathcap,Shadowflame
Aatrox,Plated Steelcaps,Boots,0.522,0.4257,2.27,15.0,Sundered Sky,Voltaic Cyclosword,Spear of Shojin
Warwick,Hullbreaker,Legendary,0.1128,0.6,1.14,20.0,Stridebreaker,Death's Dance,Blade of The Ruined King
Jarvan IV,Spirit Visage,Legendary,0.1086,0.6724,4.49,25.0,Sundered Sky,Black Cleaver,Eclipse
Ahri,Bloodletter's Curse,Legendary,0.0068,0.3333,3.28,20.0,Blackfire Torch,Cosmic Drive,Malignance
Sona,Boots,Boots,0.0764,0.1081,1.2,5.0,Echoes of Helia,Forbidden Idol,Moonstone Renewer
Talon,Edge of Night,Legendary,0.3909,0.5585,3.17,25.0,Youmuu's Ghostblade,Umbral Glaive,Serylda's Grudge
Teemo,Shadowflame,Legendary,0.0588,0.75,1.39,30.0,Liandry's Torment,Malignance,Nashor's Tooth
Briar,Lord Dominik's Regards,Legendary,0.0973,0.6364,2.65,30.0,The Collector,Titanic Hydra,Edge of Night
Xayah,Cull,Starter,0.0703,0.1111,0.98,5.0,Doran's Blade,Essence Reaver,Berserker's Greaves
Draven,Scout's Slingshot,Epic,0.0091,1.0,3.04,20.0,Infinity Edge,Bloodthirster,Lord Dominik's Regards
Sett,Negatron Cloak,Epic,0.005,0.0,1.56,30.0,Black Cleaver,Maw of Malmortius,Stridebreaker
Malphite,Iceborn Gauntlet,Legendary,0.0302,0.5,3.72,15.0,Zeke's Convergence,Sunfire Aegis,Thornmail
Lucian,Infinity Edge,Legendary,0.6978,0.5234,2.43,25.0,Essence Reaver,Navori Flickerblade,Lord Dominik's Regards
Zaahen,Overlord's Bloodmail,Legendary,0.01,1.0,2.74,25.0,Trinity Force,Sundered Sky,Death's Dance
Nasus,Warden's Mail,Epic,0.0699,0.6,2.1,25.0,Trinity Force,Glacial Buckler,Spirit Visage
Rakan,Rejuvenation Bead,Basic,0.0022,0.0,1.44,20.0,Chain Vest,Ionian Boots of Lucidity,Kindlegem
Nocturne,Bramble Vest,Epic,0.0081,1.0,3.33,30.0,Black Cleaver,Experimental Hexplate,Guardian Angel
Trundle,Giant's Belt,Epic,0.0435,1.0,3.11,25.0,Bandlepipes,Trinity Force,Warden's Mail
Garen,Warden's Mail,Epic,0.0082,0.0,1.32,25.0,Mortal Reminder,Stormrazor,Stridebreaker
Briar,Infinity Edge,Legendary,0.0531,0.8333,4.53,25.0,Death's Dance,Lord Dominik's Regards,The Collector
Kayle,Hexoptics C44,Legendary,0.0116,1.0,2.12,35.0,Hextech Gunblade,Infinity Edge,Yun Tal Wildarrows
Ambessa,Cloth Armor,Basic,0.0424,0.5172,2.39,20.0,Eclipse,Profane Hydra,Spear of Shojin
Soraka,Lost Chapter,Epic,0.0072,1.0,8.25,20.0,Moonstone Renewer,,
Ashe,Control Ward,Consumable,0.0693,0.4737,2.67,15.0,Ionian Boots of Lucidity,Bandlepipes,Imperial Mandate
Diana,Cloth Armor,Basic,0.0323,0.3077,2.75,20.0,Dusk and Dawn,Riftmaker,Amplifying Tome
Pantheon,Blade of The Ruined King,Legendary,0.0741,0.5,2.22,20.0,Youmuu's Ghostblade,Eclipse,Serpent's Fang
Vi,Ruby Crystal,Basic,0.2083,0.4,2.96,10.0,Sundered Sky,Plated Steelcaps,Black Cleaver
Swain,Plated Steelcaps,Boots,0.2596,0.4737,2.68,15.0,Rylai's Crystal Scepter,Liandry's Torment,Malignance
Fizz,Banshee's Veil,Legendary,0.0056,1.0,2.2,20.0,Lich Bane,,
Vayne,Spear of Shojin,Legendary,0.0017,1.0,1.6,20.0,Guinsoo's Rageblade,,
Nunu,Rod of Ages,Legendary,0.0249,0.0,1.89,15.0,Liandry's Torment,Bloodletter's Curse,Randuin's Omen
Qiyana,Cloak of Agility,Basic,0.0038,0.0,1.06,20.0,Axiom Arc,Edge of Night,Hubris
Zoe,Stormsurge,Legendary,0.0278,0.5,2.39,15.0,Luden's Companion,Rabadon's Deathcap,Horizon Focus
Xin Zhao,Control Ward,Consumable,0.1143,0.4375,3.51,5.0,Plated Steelcaps,Sundered Sky,Black Cleaver
Quinn,Serpent's Fang,Legendary,0.0982,0.5455,2.03,20.0,Profane Hydra,Edge of Night,Lord Dominik's Regards
Ivern,Shurelya's Battlesong,Legendary,0.0489,0.6667,6.38,25.0,Redemption,Moonstone Renewer,Dawncore
Zilean,Control Ward,Consumable,0.6304,0.546,4.15,15.0,Ionian Boots of Lucidity,Shurelya's Battlesong,Bandlepipes
Ezreal,Boots,Boots,0.0196,0.4545,2.18,10.0,Trinity Force,Essence Reaver,Caulfield's Warhammer
Bard,Long Sword,Basic,0.0083,0.8,2.69,15.0,Boots of Swiftness,Dead Man's Plate,Bandlepipes
Poppy,Tear of the Goddess,Starter,0.0714,0.4615,1.5,5.0,Sundered Sky,Doran's Shield,Mercury's Treads
Sion,Bramble Vest,Epic,0.1766,0.5231,2.03,20.0,Unending Despair,Sunfire Aegis,Hollow Radiance
Kennen,Doran's Ring,Starter,0.0972,0.5833,1.87,5.0,Sorcerer's Shoes,Hextech Gunblade,Hextech Rocketbelt
Kaisa,Tear of the Goddess,Starter,0.0012,0.0,0.8,5.0,Doran's Blade,Lost Chapter,Luden's Companion
Bard,Ardent Censer,Legendary,0.0017,1.0,4.25,30.0,Echoes of Helia,Redemption,
Ornn,Negatron Cloak,Epic,0.1843,0.5902,2.43,20.0,Sunfire Aegis,Unending Despair,Thornmail
Senna,Null-Magic Mantle,Basic,0.011,0.6667,2.48,20.0,Black Cleaver,Boots of Swiftness,Dagger
Talon,Oracle Lens,Trinket,0.5281,0.4449,2.65,5.0,Youmuu's Ghostblade,Umbral Glaive,Ionian Boots of Lucidity
Teemo,Sapphire Crystal,Basic,0.0147,0.0,0.6,10.0,Blasting Wand,Liandry's Torment,Nashor's Tooth
Shaco,Infinity Edge,Legendary,0.123,0.6053,3.04,25.0,The Collector,Lord Dominik's Regards,Youmuu's Ghostblade
Khazix,Caulfield's Warhammer,Epic,0.0894,0.2963,2.41,10.0,Umbral Glaive,Edge of Night,Bastionbreaker
Xin Zhao,Spectre's Cowl,Epic,0.0143,1.0,2.55,30.0,Black Cleaver,Death's Dance,Dusk and Dawn
Kennen,Plated Steelcaps,Boots,0.0243,0.8333,1.48,15.0,Hextech Rocketbelt,Zhonya's Hourglass,Shadowflame
Yuumi,Staff of Flowing Water,Legendary,0.0643,0.4545,4.64,15.0,Moonstone Renewer,Mikael's Blessing,Echoes of Helia
Irelia,Kraken Slayer,Legendary,0.1841,0.5556,2.18,20.0,Blade of The Ruined King,Death's Dance,Wit's End
Ezreal,Archangel's Staff,Legendary,0.016,0.4444,2.75,30.0,Trinity Force,Endless Hunger,Spear of Shojin
Vex,Control Ward,Consumable,0.0296,1.0,3.65,20.0,Doran's Ring,Luden's Companion,Shadowflame
Ryze,Fiendish Codex,Epic,0.0402,0.2813,1.33,15.0,Rod of Ages,Lost Chapter,Actualizer
Urgot,Profane Hydra,Legendary,0.0046,0.0,0.78,20.0,Black Cleaver,Sterak's Gage,
Singed,Force of Nature,Legendary,0.0512,0.7273,3.69,20.0,Liandry's Torment,Rylai's Crystal Scepter,Hextech Rocketbelt
Gwen,Haunting Guise,Epic,0.0566,0.3929,1.92,10.0,Dusk and Dawn,Nashor's Tooth,Fiendish Codex
Orianna,Cryptbloom,Legendary,0.0663,0.6154,3.3,25.0,Rabadon's Deathcap,Blackfire Torch,Zhonya's Hourglass
Rell,Spectre's Cowl,Epic,0.006,0.5,3.01,30.0,Protoplasm Harness,Abyssal Mask,Negatron Cloak
Zac,Negatron Cloak,Epic,0.0278,0.75,2.82,25.0,Sunfire Aegis,Spirit Visage,Randuin's Omen
